customer_id;full_name;gender;phone_number;province;email;created_at;data_source_note;source_reference;account_status;wallet_verified;risk_level
MOZ0017;Trương Gia Thắng An;Nam;769846637;Bình Dương;truonggiathangan0017@mock.invalid;2026-04-04 05:59:44;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0018;Đỗ Văn Giáp;Nam;968324345;Phú Thọ;dovangiap0018@mock.invalid;2026-01-19 11:38:19;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0019;Lương Ánh An;Nữ;362324421;Thái Bình;luonganhan0019@mock.invalid;2026-05-02 14:21:08;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0020;Chu Ánh Hương;Nữ;882855295;Hà Tĩnh;chuanhhuong0020@mock.invalid;2025-08-22 09:49:55;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0021;Phạm Thị Dữ;Nữ;941289501;An Giang;phamthidu0021@mock.invalid;2025-04-11 16:20:07;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0022;Đỗ Tuấn Tùng;Nam;960400952;Bình Định;dotuantung0022@mock.invalid;2026-01-13 20:13:13;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0023;Phùng Gia Vinh;Nam;838584704;Thái Bình;phunggiavinh0023@mock.invalid;2026-01-04 11:34:07;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0024;Lương Thị Hương;Nữ;855867246;TP. Hồ Chí Minh;luongthihuong0024@mock.invalid;2026-02-09 21:18:58;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0025;Đặng Khánh Tuân;Nữ;397247078;Đắk Lắk;dangkhanhtuan0025@mock.invalid;2026-03-08 06:26:18;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0026;Đào Tú Linh;Nữ;383736292;Phú Thọ;daotulinh0026@mock.invalid;2025-07-19 03:54:11;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0027;Phùng Ngọc Uyên;Nữ;817538469;Nam Định;phungngocuyen0027@mock.invalid;2026-02-15 01:21:07;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0028;La Thanh Huyền;Nữ;701592057;Đồng Nai;lathanhhuyen0028@mock.invalid;2025-04-20 16:54:36;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0029;Ngụy Trọng Hưng;Nam;781502672;Cà Mau;nguytronghung0029@mock.invalid;2026-03-08 07:50:56;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0030;Mai Mỹ Vy;Nữ;913067324;Đồng Nai;maimyvy0030@mock.invalid;2026-05-04 23:07:38;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0031;Châu Tuấn Liêm;Nam;323321441;Đồng Nai;chautuanliem0031@mock.invalid;2025-08-03 13:10:53;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0032;Nguyễn Thành Đạt Tùng;Nam;345039360;Hà Tĩnh;nguyenthanhdattung0032@mock.invalid;2025-09-04 01:20:18;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0033;Huỳnh Quang Khang Mã;Nam;787834886;Hà Nội;huynhquangkhangma0033@mock.invalid;2025-05-30 16:00:24;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0034;Vũ Kim Hán;Nữ;822897485;Hà Tĩnh;vukimhan0034@mock.invalid;2026-01-11 17:28:31;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0035;Chữ Thanh An;Nữ;377402962;TP. Hồ Chí Minh;chuthanhan0035@mock.invalid;2026-03-23 09:43:00;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0036;Hoàng Bảo Tú;Nữ;906767343;Vĩnh Phúc;hoangbaotu0036@mock.invalid;2025-04-26 07:24:07;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0037;Chu Mai Vy;Nữ;340154959;Hải Phòng;chumaivy0037@mock.invalid;2025-04-15 09:48:19;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0038;La Tú Hương;Nữ;914133723;Nam Định;latuhuong0038@mock.invalid;2025-03-04 00:19:46;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0039;Đặng Thanh Loan Chi;Nữ;880126251;TP. Hồ Chí Minh;dangthanhloanchi0039@mock.invalid;2026-05-06 05:33:15;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0040;Trương Quang Nghĩa;Nam;825964331;Bến Tre;truongquangnghia0040@mock.invalid;2025-04-17 22:36:15;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0041;Triệu Gia Hoàng;Nam;768640991;Thừa Thiên Huế;trieugiahoang0041@mock.invalid;2025-06-21 02:03:26;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0042;Tăng Gia Trí Đạt;Nam;894823481;Thừa Thiên Huế;tanggiatridat0042@mock.invalid;2026-01-01 09:43:25;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0043;Hà Mạnh Hoàng;Nam;944753673;Khánh Hòa;hamanhhoang0043@mock.invalid;2026-05-12 00:36:15;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0044;La Bích Dung;Nữ;912881398;Tây Ninh;labichdung0044@mock.invalid;2025-04-06 00:17:07;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0045;Lương Mai Phương;Nữ;781742215;TP. Hồ Chí Minh;luongmaiphuong0045@mock.invalid;2025-01-15 21:10:44;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0046;La Thị Ngọc;Nữ;974760287;Gia Lai;lathingoc0046@mock.invalid;2025-01-30 00:14:08;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0047;Nguyễn Minh Ngân;Nữ;932234582;Quảng Ninh;nguyenminhngan0047@mock.invalid;2025-07-11 20:26:27;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0048;Tư Thị Anh;Nữ;862321737;Hà Tĩnh;tuthianh0048@mock.invalid;2025-04-16 08:37:09;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0049;Hoàng Ngọc Tâm;Nữ;982299879;Đà Nẵng;hoangngoctam0049@mock.invalid;2025-04-04 17:17:12;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0050;Đặng Tú Nhi Trang;Nữ;798547599;Đắk Lắk;dangtunhitrang0050@mock.invalid;2026-02-28 23:06:24;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0051;Lý Tuấn Quân;Nam;947722726;Đắk Lắk;lytuanquan0051@mock.invalid;2025-02-24 22:35:15;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0052;Tô Gia Ngân;Nữ;356429740;Cà Mau;togiangan0052@mock.invalid;2025-02-15 10:19:52;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0053;Đinh Xuân Cát;Nam;330488152;Khánh Hòa;dinhxuancat0053@mock.invalid;2025-05-27 22:00:12;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0054;Quách Gia Chù;Nữ;386895172;Cần Thơ;quachgiachu0054@mock.invalid;2026-01-09 04:44:23;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0055;Đoàn Minh Cát;Nam;363191551;Bình Dương;doanminhcat0055@mock.invalid;2026-03-31 13:25:31;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0056;Đinh Bảo Samson;Nữ;890526514;Bến Tre;dinhbaosamson0056@mock.invalid;2026-03-13 23:49:27;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0057;Phan Bích Khánh;Nữ;353618613;Bến Tre;phanbichkhanh0057@mock.invalid;2025-05-01 10:15:48;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0058;Mạc Đức Alves;Nam;970809196;Vĩnh Phúc;macducalves0058@mock.invalid;2025-04-29 17:19:15;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0059;Ngụy Hồng Tuân;Nữ;794509501;Quảng Ninh;nguyhongtuan0059@mock.invalid;2025-04-16 11:25:19;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0060;Trương Công Bình Đạt;Nam;919495743;Quảng Nam;truongcongbinhdat0060@mock.invalid;2026-05-12 18:11:18;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0061;Đinh Văn Phúc;Nam;364288966;Thái Bình;dinhvanphuc0061@mock.invalid;2025-02-27 09:57:46;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0062;Lê Duy Hùng;Nam;825837539;Thừa Thiên Huế;leduyhung0062@mock.invalid;2025-02-25 22:24:06;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0063;Vương Tuấn Tùng;Nam;341966263;Cần Thơ;vuongtuantung0063@mock.invalid;2026-03-24 06:37:33;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0064;Tăng Trọng Đức Minh;Nam;946175786;Bình Dương;tangtrongducminh0064@mock.invalid;2025-01-31 01:58:46;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0065;Ngụy Công Cường;Nam;788230972;Phú Thọ;nguycongcuong0065@mock.invalid;2025-12-14 23:36:14;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0066;Quách Đức Cường;Nam;708710127;Thái Bình;quachduccuong0066@mock.invalid;2025-01-29 12:16:16;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0067;Quách Trọng Việt;Nam;701387388;Đắk Lắk;quachtrongviet0067@mock.invalid;2025-08-24 09:34:51;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0068;Đinh Ánh Cán;Nữ;973572778;Cà Mau;dinhanhcan0068@mock.invalid;2026-02-11 15:31:57;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0069;Gia Gia An;Nam;934008923;Thanh Hóa;giagiaan0069@mock.invalid;2025-11-05 11:35:46;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0070;Phan Bảo Linh;Nữ;817988935;Gia Lai;phanbaolinh0070@mock.invalid;2026-04-29 16:11:17;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0071;Tăng Duy Minh;Nam;910916607;Thanh Hóa;tangduyminh0071@mock.invalid;2025-09-01 22:02:38;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0072;Dương Phương Khánh;Nữ;337884021;Khánh Hòa;duongphuongkhanh0072@mock.invalid;2025-05-12 15:43:50;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0073;Triệu Thanh Tý;Nữ;357894539;Đà Nẵng;trieuthanhty0073@mock.invalid;2026-05-30 23:13:11;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0074;Mai Hồng Như;Nữ;925582047;Quảng Ninh;maihongnhu0074@mock.invalid;2025-04-20 21:49:56;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0075;Đào Đức Căn;Nam;323521966;Hải Phòng;daoduccan0075@mock.invalid;2026-05-18 14:37:44;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0076;Hồ Hữu Cát Hải;Nam;779722691;Hải Phòng;hohuucathai0076@mock.invalid;2026-04-03 14:46:06;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0077;Cao Hoài Tuân;Nữ;325760048;Đồng Nai;caohoaituan0077@mock.invalid;2025-10-16 11:47:25;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0078;Mỹ Gia Hiếu;Nam;936768999;Thái Bình;mygiahieu0078@mock.invalid;2026-03-29 09:45:32;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
MOZ0079;Đinh Tú Khánh My;Nữ;339830603;Lâm Đồng;dinhtukhanhmy0079@mock.invalid;2025-12-03 10:02:21;"Firecrawl was used for public Vietnamese-name references; contact records/phone numbers are synthetic mock data, not real PII.";"https://en.wikipedia.org/wiki/Vietnamese_name; https://en.wikipedia.org/wiki/List_of_common_Vietnamese_surnames";active;True;low
